channel_id,channel_name,n_videos,cluster_id
UC2bqeLsfzrNIy5hBwb05Ojg,tattooist cokr,4,0
UC2c4pvCc8GF_rIhgOxgGD-Q,Narr Mu Lay,10,1
UC2d-ziX4vNVc4kPGEODwxZA,소담한베이킹 sodamhan baking,10,0
UC2esjW6TRjMYUSTeZuCNn_Q,DURI MIMI,10,0
UC2gasvQVxOdRht9ykwhxwjw,영자씨의 부엌Young-Ja's Kitchen,10,1
UC2o_y872S6YvaO1K8EYnoxg,조재원,10,0
UC2p_1UG0IjoRfAo8rmVsmKQ,초짜낚시,10,0
UC2wZJuuD_WA9ps2FORco1EQ,"까니짱 [ KANI, 蟹ちゃん]",10,1
UC31ZRIFnArPZMp78FmbFAXw,우리의 한끼,10,1
UC38wHW6G9TxDI65j21fcWHQ,[후찌양] Hujiyang,10,1
UC3Hx4YCbeawwALYOOQckQCw,스튜디오 통,10,0
UC3Q2nVhbLW2USJtANr7vEhA,ゆち유치,10,1
UC3S5RJSHvGtsnoyS3qUKUBQ,yeolmoo열무,10,1
UC3TIRH4PPSDde66Hg5wGh-w,Condé Nast Traveler,10,1
UC3VWjktKvTl4km6f8Q3KjWA,밥상위의 국가대표 우리돼지 한돈,10,0
UC3bYyFXsojf9jdUG-aL9JVg,삼성웰스토리,10,0
UC3egV8AyVrnwUEOkGZB-s2Q,쑥쑥 SsookSsook,10,0
UC3h6PKGEW3kXppf-2Sz7P1Q,한솔요리학원,10,0
UC3hCfqk-Yvz-SVbCRmVO5gw,NEMOJUN TV ネモジュンTV,10,0
UC3nqnlhR3C4sTsT0IROH4rA,Su:Cream_수크림,10,1
UC3zHBZWes6ZbnnciAekUVCw,일극장,10,0
UC48wNsIXU0ayfiAblWCKNGg,(작사작곡가)골든아이#음원발매,10,1
UC4A4MaASYX1WkFAhp0JCwLA,김김푸드KFood,10,1
UC4M0r-r1pMcf57OdRgsWVkA,고팡 GopangTV,10,0
UC4ZA57iJrf73bJlApKFeLRw,스튜디오 수제,10,0
UC4rTp2shItMJ2QMv7DIEcuw,강용맹이(평범한식탁),10,1
UC4rp3IXPhmQoYqZUCUMP6hA,정대표 Ceojung,10,1
UC4xLr5O6zAt9nfi9zEzZZ0g,곰슈슈 gomshushu,10,1
UC4yDkTiEcy3hJ9LfCdx9Pkw,피기보이 PiggyBoy,10,1
UC50ac0_x8ZDoCSEpNV0p3-Q,지뉼랭가이드,10,0
UC52-_r6ABNonw0UURJmla7A,노모어피자,3,0
UC55T49igez4-r1iv7bAJezw,-산라가만들다,10,0
UC55_tv0_KXXslNlXGHlWxSQ,단미라탄,10,1
UC57ykpQztHaV1yWcseWDMmw,춘천약초TV Flower tea,10,0
UC5CJ8GK3WVxb4JMSD9DaZWg,미캉부부,10,0
UC5Cg42H0vqvXQ_XLxV5U7nA,박준면의 낯가림,10,0
UC5FyoQEHNVE39eooygqG97Q,單單小姐Miss DanDan,10,0
UC5G4rc0pwGP2H19m4ORaYPA,[대근대근] DAE KEUN,10,1
UC5MEyyTTlz8d9M4AkpWx32Q,또딘또딘,10,0
UC5N39ahEi9x6W-MYkOFSwIw,나하모니Da62,10,0
UC5T4b53jVkm07JbYoyYiu7A,흑백리뷰,10,1
UC5WgT84wRQkhKfUIJI6Pl2w,FoodTory 푸드토리,10,1
UC5XELM2gMbAQ2rv_TI2PsLQ,도던,10,0
UC5XuQ-xiWAB6f-qu6gJMDBQ,흥삼이네 Heungsam's Family,10,1
UC5gDYne32_mbynL6SbQEE6g,마녀맘 변미자,6,1
UC5jHGolFUNHe0HsCJEKbb3g,효닝 Hyoning,10,1
UC5oft5dVf43M2cFmhpJLVGQ,애주가TV참PD,10,0
UC5p4fTVsY6a8UiUuppVFtZg,엄폴 삼촌 Uncle Umpaul,10,0
UC60126GZFq0ALxVjTcl0QrQ,효비HyoBee,10,0
UC6DfdW0uxEzvj3gKEfZD4Pg,사에쨩,10,0
UC6EVblMaNgsx5P9TuqlE9SQ,방랑자채널,10,0
UC6EZKAzHbRuumr2DVx17LRw,반진tv,10,0
UC6KnqtxjfpKs9H4udPDBcEw,영월김삿갓,10,0
UC6NrrEp1e3-A51SSinM3Y-Q,Nebom 사계절의 네봄,10,1
UC6RT0rczmhSSkWwQvh0hPnA,배동성&전진주의 정밥TV,10,0
UC6W6gdJBFCdVwjexmWU713g,임실 농사꾼,10,1
UC6e9t_AGDGJfs_Zch7koxNA,옥전농부(나무노래소통),10,0
UC6fgwVZ9e_tm0tPxQIVei2g,김치빌더,10,1
UC6lNIbU1SSA9YjveOx9a_oA,LunLuns,10,1
UC6m9CiD1jU52di9WoFNcbOg,덕자네집밥,10,1
UC6vKU-AHjo4wQA2W-jfEJDA,뉴라이프 𝐍𝐞𝐰 𝐋𝐢𝐟𝐞,10,1
UC71-L6-oKOdnXk8_6-7nNNg,쉘위스키,10,0
UC78s1vArhs1jZwf68_adITA,내복곰 Nebokgom,10,1
UC7AkdDZ21EXwL5vr4CmFvbA,김알파카 쉬운 인생,10,0
UC7HVRZzjNb8BKVgsqRZEG7A,gardenhong,10,0
UC7I95AHA-Fwkedg3IK6GNcg,대박언니 DAEBAKUNNIE,10,0
UC7J5_YX7A-cm_kQYPlKRLvA,한우자조금,10,0
UC7JCi7Wcyfs7URQ0K6_8-gg,전문점 레시피 '파는맛',10,1
UC7KOWCwcHv_uW_BvRs28SpA,영차,10,0
UC7KrS6xya8Tl8OeDVhf5sIQ,나진Najin,10,1
UC7X2eb6zU7YY_ccL1JYNKhg,까망 레시피 kkamang,10,1
UC7_5wc5eeOXpt_WDheHgSjw,똘비 ddolbi,10,1
UC7fnIzjW2FdBO4sSY82c_iw,쏘울맛집,10,0
UC7jL5tY32fARwuQf8y3lyXg,살림맨,10,0
UC7ok_PMSTIY5Qg4ULxRoSNg,후다닥요리,10,0
UC7qeL7v_NvJqHCGSTGfR_tw,껨돈,10,0
UC7r8m1vZZDc3kp258gOcTUQ,숙키sookkie,10,1
UC7sx8_7xKREg6z4SzFyDg9Q,보리갱일상,10,0
UC7uDUfjLT_h84MRke28t8tw,아린네TV,10,1
UC7zXyx0M1Nz2qb7zgfOL0_Q,워커제이WALKER.J,10,0
UC7zdkOtCFhPflymVkRL52NA,푸드월드 Korean Street food,10,0
UC8-j9z9PNF698D1m--Hqcrw,만기TV_돌아온 톰과 제리,4,0
UC80ikPWMALRgpBZp0aRXs4w,지이,10,0
UC85mXeWRaycnlFmrhBdaAlg,남자커피 Namja Coffee,10,0
UC88m4qVUbp4kw34Xsp5xD2Q,최금옥 약초밥상,10,0
UC89ohZP3fITB0Hsb8jqNsMA,묘식당 Rabbit's,10,1
UC8Aorf1sr93dKb9TjZ5oqYA,라오스살이 - 쏭이TV,10,0
UC8Em6JHKZVbPf529G4nFAYw,서하얀 seohayan,10,0
UC8GBN6XX7ICoW0v9brxwNkQ,노마에TV,10,1
UC8Mr1yjDH-lmqx3QD3Hv8hA,그래 이맛이야 육수다,10,0
UC8Qbtlhyos3F4DTS3RcuyGw,Melfe Borga,10,0
UC8YJM-QOD3deUqOQZHKgnhw,푸드에이전트,10,0
UC8ZirMMChf8BaKKbae3Sl4A,이정현의 집밥레스토랑 Home Cooking with JH,10,0
UC8av1CNslnPQS3N08rkzzhQ,oh-pride 오프라이드 (오가나),10,0
UC8cS0b_5Hk5hfPEyv-XFD2g,징글징글 생물가족,10,0
UC8dFtyqgm7UqLcJD_sYVJ4w,정준하하하,10,0
UC8geGLvpV8Z7RFgOKVwkONw,MAYO FOOD_마요푸드,10,1
UC8gfmaS0FWQlyEErd80sTQA,에스피식 SPCHIC,10,0
UC8jEfwIP-gZz-xknBimbrhw,as it is _빗소리 asmr,10,0
UC8kiAbtD3GWNeMt8joM3x1Q,결이다른사람들,5,0
UC8pNp8mMr-GGOnGrVmzgSAA,쿤키친 - Kun Kitchen,10,1
UC8rHHiicfjVYf1Cjgbd5X8w,부엉이TV,10,1
UC8xhsboNsLK75eLFkOV5Knw,배고픈 빵떡이 [Hungry B.D.],10,1
UC965VtcQalsk45JoVHcyWDg,Multi DO Joy Korean,10,1
UC99CsOVET0eMkM_lwszLvOw,HalalKoreaBites,10,1
UC9As8K4u9PgAhrpt9yvH9Bg,집밥 연진이,10,0
UC9FwiDmhOa95MDqUHso8uIg,한지일TV,10,0
UC9JqWNkkfQ39quNti8-PiYw,최송죽의 톡톡톡수다,10,0
UC9K0rLE1SMh86nVxzkCBpNA,표은지Eunji Pyoapple,10,0
UC9Lbvm-2Bk9oMdo-wMwfmMw,숲PRO-TV,10,0
UC9T1tAdhIePOM8T2023_11w,허인의 인과관계 (仁과관계),10,1
UC9aAvktfybOVzccavCNYfIA,미미다육맘,10,0
UC9d1Mz9bzCE-t_t0lPnrjPA,BenDeen,10,1
UC9f-9yDLgw5oea1DbKVRHXQ,모모스커피,10,0
UC9fnfz9S8ieKCfm1wHj0-pw,먹시미 Muksimi,10,0
UC9iTPYMRC9zysa_ifKiSX2g,굿맨비뇨기과,10,1
UC9jaCq6yEsds5PzY_Q3t17A,알콜솜,10,0
UC9llwxFqOOcDZnAlPx8JuKg,정위스님의 채소한끼 Monk J's Vegetarian Recipe,10,1
UC9o3fKRDPJGfRkJJFn8RiRg,김효진,10,0
UC9rpMzC-SjMSrxhQElZDzTw,거제폭격기,10,0
UC9t2C3PdplOsWFMiG8blm4g,정겨운길,10,0
UC9tS7GAw9w_AnhLbgldCWow,윤숙희 YunSuki 혼술하는여자,10,0
UCA-0BOUSHN4Y69TbP3-vhhA,먹보부부 Mukbo Bubu,10,1
UCA2Aoj5nHJcBukGWLMccK7Q,우리집오늘의요리,10,1
UCA2v2d3gTJ5olUnrScG5QRQ,크림커넥션 Cream connection,10,1
UCA6KBBX8cLwYZNepxlE_7SA,히밥heebab,10,1
UCA7J-sgaaGD6BQKX4tYAn_g,사군카페인,10,0
UCA8mcfJOCYUNd9rcIH4f1Iw,kak seulgi 💛 어쩌다 인도네시아,10,1
UCA9lrJO7IC-akkOrdG_kZew,한국맛집여행,10,0
UCAGomVTpBAQpKW--78X_lyQ,지수씨네,10,0
UCAHFNLswhNYo3UHVejIgaMw,박브루,10,0
UCAO40mq1_TWTdXTKWcLfbwg,츄미생활 chulife,10,1
UCAO9xCUicBwWCBs9rrXKi2w,아브라함커피TV,10,0
UCAlU6Ntbr3Lcsyf9tmSIkPA,엄삼용eomsamyong,10,0
UCAoyR-sL6B0S93AMR-HVTvg,떡볶퀸 Tteokbokqueen,10,1
UCArt-JeKVEkxbtLWo9eFLVA,ソウルグルメ서울미식가,10,0
UCAsHJbPbGENF_KJYhcdV0dw,나나 Nanasserie,10,1
UCB1bgWqtUln-iJIoa2MpvKQ,alinalicooks Кореянка готовит,10,1
UCB4JlWU3Vcev5pkyIdeBMRw,메리니즈부엌Meliniskitchen,10,1
UCB6rLbWzClupm4FshWTnPRA,서울 사는 남자,10,1
UCB7x2bM7m_tJ-9avDahK7Ew,이수길TV삶,10,0
UCB9wEdhMy5Mi8SLNBD-tUrQ,주류학개론 - 재미있는 술의 비하인드 스토리,10,0
UCBEMf9Z0YlvXt913uWt64ag,필드민,10,1
UCBNWBGHXpYzoBqucDM1NOGg,발효비책tv,10,1
UCBTgH-eBD4OzDVBw-yuif4w,Edenilson Agricultor Pescador,10,1
UCBU6877IMgaEJTUXeVPwQOA,버팀목TV[임윤희],10,0
UCBYPqdDhkxwtQ6GgqgkHrQA,봉이네집밥,10,0
UCBcFgDKnfyw8GjcHw90MlXA,하루아루TV HaruAruTV,10,0
UCBcNL2uRXr6J6vzm4tBhnBA,Candy DO Korean,10,1
UCBcjbe_WgoawLG53Ulb6npQ,장사왕 임사부,10,0
UCBePgk0RqTO0IiisQmaADEA,윰쓰부엌,10,1
UCBhR7WKMD50cxkTJ5CNaUGA,통령할미달장,10,1
UCBpTprffc9A7KZyONCHQTIw,유리조아Yurijoa,10,0
UCBt70E0BYBGTWz1mfGd28LQ,"뜨고 싶은 셰프, 장호준",10,0
UCBxTDF8MczrQhhp1TFEv1cQ,벌교꼬막왕자tv,10,0
UCByHXQRqzgbygBTOM4mQz5Q,빠슐랭Barchelin,10,1
UCBztIYIgMyDd0wBTP0meL5Q,스트릿TV,10,0
UCC0NzGgoVIdZoBd7QT4f7VA,(色示味) 푸다트 FoodArt,2,1
UCC3eqZIo6lqZQQAN9MO0LQA,동원TV,10,0
UCC7gQKTDa3VHZA4GoCAygUA,아하부장_JOHNCOOK,10,1
UCC8bTxyN2ZCfMzS_JAEClfA,쿠킹하루 Cooking Haru :),10,1
UCC9pQY_uaBSa0WOpMNJHbEQ,자취요리신 simple cooking,10,1
UCCFLyWRmaMeQ0f4ndIeChOw,주호다,10,0
UCCKMOUzcg1qSXlJcd2jCemQ,마더쿡 Mother Cook,10,1
UCCeYWi46_h-GhmbLneUnCAw,한식집 Korean cuisine,10,1
UCCfQK8dSofNkR44hIhUNvgw,야루미YARUMI,10,0
UCCj5MHfasGt5fWcb0BKeXCQ,아이비티비 IVYTV,10,0
UCCuC3tJoSXBsX75wcLehsog,굿찌 GOODZZI,10,1
UCD0ECOBOHWg1SVsgMz10Bcw,청년 김행복(Kim.Happiest),10,0
UCD5m0q_YTTvWthbAy1cCiEw,오돌 스튜디오,10,0
UCDBFchGuAOy5-2sy8nYMVxA,FoodyTrip 푸디트립,10,1
UCDCjSgKtKeFmWhsiAbHLNAw,맵하니Maphany,10,1
UCDGLSi-amZJzBLFoaC0IznA,자취요리 뱅_쉽고 편한 자취 요리,10,0
UCDLxnMLoGSRHYp7jsGVb2yg,엄마의가정식,10,1
UCDPpzXAYvwJifbfKYxdjZUA,ParkGH 박근하,10,0
UCDWMmcE_oPx4l6RgZ8JVkng,서태승,10,0
UCDYcFxOUYQgFaFtu4I6_uyw,상하이신 ShanghaiShin,10,0
UCDiohkMMUnwCMz8ZCJFT-cg,감자매 Potato sister,10,1
UCDkgqnnsqu3yZFlyoF1J-3g,셰프이원일,10,0
UCDoNR057xP_CTmIMjxzUuaA,집밥 종갓집 며느리,10,1
UCDxjRlCW3fxW5PXUMhGYKGA,아짱이와 배짱이 Inah Eats2,10,1
UCE-gE1KJ3qAjeQAD73UFUCA,쥬쥬레시피 joojoo,10,1
UCED-Ab4g1cIRU90xqVvrkHg,스마일분재경매,10,0
UCEDTb8RyfDp5I1DRB9hEIkg,나진커플 Najin Couple,10,1
UCEGOcf_oGsSuswiQM5MyfhA,Leplat  르쁠라,10,1
UCEKRI0fipK4LEgV98nI2CQA,버거킹,3,0
UCEOhtAkf0MbKP_dvUYWcPNg,까치가족 TV KKACHI Family,10,0
UCEWt7ifi8C0dP47z1k166hw,농사기술센터,10,0
UCEX7K2E5FN-v_uEqZuiYN3g,"노영희의 철든 부엌, YoungHee's Kitchen",10,0
UCEXeyLyyev4jxN4pwmr9Eiw,범프리카,10,0
UCEaMCxSN69-bZjwtSFYcghg,아따아줌마TV_전라도할매 전통요리,10,1
UCEbUaLtY-orZLMG9wOLfDLg,Kimbab Family,10,0
UCEdpGZuYOn_WdwGN1c5Cetg,Seo jiwoo ASMR 서지우,10,1
UCEii9gXvnQGFY81s8c0JnvQ,FOODBOX 푸드박스,10,0
UCEjNO0arGJ_K-sTe1Pr9O6A,그냥 원두 커피,10,0
UCEuayn5HiIrFA026a7dtlNQ,AZ짱 손병호,10,0
UCEy9NE4it3Vnx5BHYSlPifQ,주방대장 민쿡,10,0
UCEyuopMY0Lx5b5PgCH03FSQ,코지데이 CozyDay,10,0
UCF8W68PS2Ltz17lTDSptDvg,천뚱TV,10,0
UCFKwOdHrCc1PJw-8BBPtHuA,창업의 형 김종구 대표,10,0
UCFXigv26l81ZBaKz6RakL0A,푸드인 Foodin,10,1
UCFacbDFmny-7iNdIOdb5mvA,루다 테이블 Luda Table,10,1
UCFdUCUUYqDzOU6NxOMpdC7w,늘밥 레시피,7,1
UCFl-99LMN1M90gYtaRpT2sw,맥형TV,10,0
UCFmJ5rrMym4HiJ0pc0hjVTQ,수연이네,10,0
UCFoIqYcGMVfWmvnOKzQsggw,1분엄마 1 minute mom,5,1
UCFt9M6I69JMtrx6TbyxNiHA,엉복치,10,0
UCFyzGa2KYUAwwuJU-z0EjnA,줄리엔강 엔강이형,10,0
UCG-1INCBCaEE_nApARQa9Jg,임나,10,0
UCG2KKCanr2bEsE8Xr8tR5bw,한송이tv[SsongiTube],10,0
UCG4QzIn0LWD6_uOtfXsHqPw,NBS역전의부자농부,10,0
UCG9sxoib1fJEcgv7nKcra3A,서진쿡쿡,10,1
UCGBf_AlWXkwfQ8R3lclRFbg,생선선생 미스터S,10,0
UCGCl-U-6ilCLV3KPoMQcW9g,jofer lorenz semillano,10,0
UCGL-5gylJg3G7T7epVBnhtQ,첫째아들,10,0
UCGM5x3VQFHmQj1K6kSmp8Sg,테드베어,10,0
UCGOYrCwp_ks0b4f6XQwaS4Q,[Mukgang] 먹갱,10,1
UCGXCbmJGjymzkJ_cuXocniA,올댓스위츠,10,1
UCGbFD6WndSG-0Am8QSgXX4w,하오니의 빵탐험 Haoni,10,0
UCGeLzxKcBgluMK8_TS-qXUw,헬로우미자씨,10,1
UCGloQUvVcQ5UNMcpmyhkW_Q,오르막길,10,1
UCGrTTJzlqk0DCkaUckWaBPQ,면부장,10,0
UCGtPnX9NC7zZvE_s7RhR0jA,맛난메뉴 Delicious menu,10,1
UCGu-RtRyCaWQl32YoOh4WNg,포스코 스튜디오,10,0
UCGzSHBZfTka6CxoObbCgGfg,김원식 oppicial,10,0
UCH5vnX7F488EZVmiGRewwdQ,외식남[o_sik_nam],10,0
UCH89iJse_8YRE31xtiu1byQ,땅끝마을 임선생,10,1
UCH9Xp9Bu02wPe_LE6N_ZbUg,생선장수 박장군,10,0
UCHE3u5tV5WPyYG6QzIRNwSQ,팔도 공식 채널,10,0
UCHP6w2IkxZ84eQ2FCGa2ZlQ,키키키,10,0
UCHRrKBVVIuP9jqCCfC-Bu0Q,딜라이트,10,1
UCHUslR8-HQ_7NIzQGL-uPyA,살림하는숙향이cookingsukhyang,10,1
UCHW51Ow5MTEeC765NKgsc1A,양봉고릴라,10,0
UCHWcpVmNBfWvKrAAK5RXGiA,완도수산,10,0
UCHeOWAltKaWFUaGmRbepttg,pawnkueen,10,0
UCHmMtQ0B59EuRRANVhiOPqA,"30년 집밥, 배여사",10,1
UCHrX2qBKBuS2aUZkvr-UdxA,쯔양밖정원,10,0
UCHsIxFH8kFNz5MgbOZ_GrJA,Mr박부장,10,0
UCHvCHuXTg6yfQQ1QCeDQMLg,오뚜기 Daily,10,0
UCHy8o-_zR_vHqpPN4uNUvkg,푸디랜드 FoodieLand,10,1
UCHz0gSKEDgggYrC5KpYib5g,J.Marda_제이마르다,10,0
UCI0hqxU5ImdZa9gQ8kKyv1w,나휴숑 nahyushong,10,1
UCI3-5FX4IrRyniAiUnK1BWQ,Leeby리비,10,1
UCI5WgFSOVO9UJFcqQTiClHQ,풍자테레비,10,0
UCI64Eh_rwWGNDOqrXAcSL8Q,팔숙이 palsook,10,1
UCI7gZsAuzthtoMxlFdBDn2g,꼼유 KKOMYU,6,0
UCIDqdiLg4JVsQooBVm2KSDw,강화농장TV,9,0
UCIEU1PTkQMCb7IMlT0_Hexg,FisslerKorea 휘슬러 코리아,10,1
UCIHVckqVvKSxmtvP7qDBhaQ,울산남구여행,10,0
UCIJkBHmmcZ14_V-xLZxnoaA,상남철,10,0
UCITHl51v1aGOi2vksmaLDcA,기쁨가득tv,10,1
UCIYNYv9ddZBg42gvyp8L2Iw,팀브라더스,10,0
UCIYzQfZWi059RjaYgQUVLnw,용용먹방 YongYong,10,1
UCIafb9ExBkh4WsCOagZssZA,설기양SULGI,10,1
UCIf88IZHDFVQ0jG9qnY0NhA,선식객 - Sik Agent,10,1
UCIkEh4R_U_s8RxANU_7UpnA,구자돌이 GUJA Eating,10,1
UCInY61WOcDu2edQvEWDryAQ,수원맨,10,0
UCIoUady0WOtA3JUc1GBLubg,라면남,10,1
UCIvhV7YLzh0eGH0ejLrjt6A,알로아_홈,10,0
UCJ0ulEEvEfo6w7xyqwTJbyQ,이발소 베이커리,10,0
UCJ66AvaHJ2pHD_-AyUailuQ,가오니의 메뉴판GAONI,10,1
UCJLMsInvp7j7ij5qCVlCB8w,후땡로드,10,0
UCJP4d2UJz2vwkbYKK_KeGug,경수진,10,0
UCJSmPF7fqYgT-PXSUzZQYVQ,맛방_이성희 맛있는 방송,10,0
UCJV_QOD5n-9AzrVGzZ_-mog,맛좋아연,10,0
UCJY6kUxsQu0KuFok50AOt6Q,진상도 JINSANGDO,10,0
UCJZGuNfcScNTG_y2p1P5MJg,스토리테일러,10,0
UCJlOHsIkGlQUWPSdI9fJ88g,김진규쏘가리TV,10,0
UCJp74yNai3BP-_gZuDgsyAw,수연이수연,10,1
UCJvC_TykvjcmgulqsfAsAPQ,hy(한국야쿠르트),10,0
UCJx1ZEGRrmr2Rcfht8jOhGw,독거또랭이,10,0
UCK44QT7G-cXYfIgm93N93Sg,카라미,10,0
UCK72hqlUxI_E5VwL4cy8-ww,웅이woongei,10,1
UCKA8TG2vauEYRHSQtzbBO4w,승희얌 Yum,10,1
UCKLyuCCluLY3X2xQezL7tng,단내솔솔 DANNE,10,1
UCKMAypxln0KPUo8HW52NI2w,안그릭 AhnGreek,10,0
UCKNHPabDTb61BGZZOxP6Epw,CombleTV,10,1
UCKOBBEXO5hVF-UnuZhkik8g,헤이 주디 Hey Judy Eats,10,1
UCKOPS30hZVdViQLq3UIcgzQ,정인성의 커피생활,10,0
UCKOwuJ5n5XcvCW3NbCwwd7Q,마시즘,10,0
UCKRyhheRuLLDGuUn2YoFFFQ,밥상차려주는남자,10,1
UCKUOPe2OATv2vlrAY8C4t7Q,퀘스트빈,10,0
UCKX3Sk9drEK2TgdMD1_dNbg,빈쪽이,10,0
UCKYqqROHe81oOqoKeAot8QQ,홀썸모먼트 Wholesome Moment,10,1
UCK_4dhuuChRz7ozliMjGQbQ,키다리짬뽕아저씨,10,0
UCK_eNXVz67P6zwPo28tb2GA,정인숙 자연 발효 밥상,10,0
UCKeVYAQKdY_YLSjxUrCuXcA,마리아주 [맛있는미담],10,0
UCKfu_os4wmPOQdisVqAqQTA,커피하는 람쥐,10,0
UCKgCNBPk4lDIOquq17Jwg_g,ㅤ거제도 최군의 횟집 TV,10,1
UCKjq5UrlxXqb7EgPwZl5JNg,푸드스토리 FoodStory,10,1
UCKm-cusLT76t3t4s9OgCqcA,양장금주부,10,1
UCKzhsob42r4pUTxR284lavA,둘기,10,0
UCL12ddKeiBTMGZ_g6X7PhXw,코우지 TV [더 상생],10,0
UCL1Q845U-sKoH4H_bu9WvuQ,마수와,10,1
UCLGqRC3E8cfGbP0wFi5ZfMw,미식도우미 샹키,10,0
UCLIf2YCmdcDNNZ1flu0AwKA,지순이네 jisoonhome,10,1
UCLKWqve7WEs1DYNvafcujbg,NellMoRecipe 넬모레시피,10,1
UCLLKtnB7J-Rz8ILuikyKbrw,양치승의 막튜브 (YangBoss MakTube),10,0
UCLLo3MaJYSuyP5xLgM5Zr2w,깐따삐야,10,0
