channel_name,channel_id,target_age
비뇨의학 TV- 이웅희,UCGFMlJcTiThlU379QG1nTJQ,small
닥터쓰리 - 한미일의사의 쉬운 의학,UCkpAw1Z13syiCKj_igxK_xA,large
메디신,UCrZcOEeiGy9aNKTQubd0uxg,small
Lotus Relaxing Music,UCSKZIx1DcvALon4jHTCxblA,small
허준할매건강TV,UCkYODaB_KpINXDiZSkJoI9A,large
"LJ비뇨기과_장수연 의학박사 확대, 조루 중점",UCfkXtllwgHldHAvoqe4BLSA,medium
교정과 전문의 오소리TV,UCYCrDtDHcwQgMQs_awg56aw,small
디에이성형외과 D.A Plastic Surgery Korea,UC0wlA-w5JIt0G0EeWQf65AQ,small
지혜달빛,UCgfv-2OQwlBbTk1utIzXNjw,medium
즐거운 노년 생활,UCZNcfiTmdzge15Fxd4CLXKw,small
다까는 안까 [강남브랜드안과],UCzF54hfpyHnOppq386t9njw,medium
행복한꽃현아다육 Korean succulent plants,UCqC7PBcsyC1RjWYghkZLOZQ,small
이은아의 치매를 부탁해,UCL80zgXZuKgOt54-KUWeSqw,medium
"오엘디 티비 - O,LD! TV",UCgay59pIcwhCHVprFjxXqfA,small
닥터고의 쓰리고TV,UCvpo0SeWU4WHYr4fnGXS__A,small
통찰의학 돈건통,UCQFbawnpUomGlls8SUq7uCg,medium
암정복TV,UCydZ0hPnUI0n9tCFa3kJXnw,medium
하루플란트치과,UCifZbsAK7qRZZI11PLAaQ0g,small
Dr.인수 팩트클리닉,UCgCBlyYP7tnQoFp4gjJvydw,small
머라클 MURACLE,UCfmYdGYK5yZkXehmxKsaLRw,small
뇌를 넘어서,UCmZidjvCGD4sOaQTuWLPN3g,small
히써니데이 Heesunny Day,UCbvVFf6f1NjAj2ItRlCnMEA,medium
이슈왔당,UCYraWJcpDCC8AAunseHbJcQ,small
닥터장 채널,UCxwcZvx0ydoH1Xr-Vk3QNjQ,small
당뇨스쿨,UCZcVBt_bK384j_0iW1ARQtQ,large
한입건강,UCevBKgl8-nLrSfW59s92xcQ,large
몸이 예슬이야,UClGkQjxyUlq1trn9TlfQF4g,small
생활특성,UCmqDKYGQw0h9XYGaRbUuy7g,small
뉴스타트 박학근tv,UCGFPgroNdTYwy2j3KH5w14A,small
지혜의 편지,UCgk2IenDMIf53j-6WJB0Usg,medium
무조건당신편,UCTp5fJVTDuFmf_dVfIMF7Nw,large
지금 명의,UCgGns5mTguUQYAZvVZ-wWpg,medium
의사가 말하는 건강,UC5_R-HyIVAbvssbBvEQntUQ,small
스무디 다이어트 | 해독 장선생의 건강 루틴,UCDkbjIaqkEAQugZcWo4O_DA,small
건강백세뉴스,UC4XSoDFDKr8GOLtIOs1RW-Q,small
건강 스케치,UCDGiDdclwBxH0xWWSIyA4zA,large
일타퀴즈 표선생,UCg5Aq9v1veNYHA87l7I7PRg,small
건강 똑소리,UC_ZpSj2WGAEg_BnD1UpOUgw,large
건강백세TV,UCtu0acuC9eJeonExvLdybRw,medium
박민수박사,UCc-6X3Z4msYR9Qt1vF4XH2g,large
Mellow Night,UCv3nPc6ezhkU2ydrSljiXHQ,small
당뇨병의 정석,UCsVB1GWF-NH-RTxJax8XA_Q,medium
약초로 백세,UCC-eABUxQLWErgabW-IM0nQ,small
여네모,UC2ay36g9UbHyVHs4goETc8w,medium
지혜로운 동행,UCktVWoECIiq_1o2dyUwG2Qg,medium
소우주한방병원,UCfkI7-mN-3N2KFy88ddxfvA,small
서울예스병원,UCuIbvJLil8H5v-lGw5OIZbQ,small
낭만호구,UChKuP7Iw0bLekMRr4skZPuA,medium
슬기로운 일상,UCeDdpKwew8y5xK7mrWNtV4A,small
우리 모두 튼튼,UCOUzm2Kw5nKAwyDd1ewjXwA,large
싴 - 내가 찾는 지식의 모든 것,UCjRFJmI_lFlLkEu0i2gCZtQ,medium
분당차병원_CHA Bundang Medical Center,UCQnbEcKjCBh-lEdX18Jimgg,small
건강한 하루,UC4iSYAD44__BOG5MDuksOgw,small
몸신한의사 한진우,UCI-rCNlQcB1Z1XksQxMSBKA,medium
김현욱의 지식의길,UC682EBeAEpHuXHcUAZ7IVjA,medium
닥터리TV_비만 치료만 30년,UCIjwtJ_Ib0hMkarB2j9zYQg,medium
명상가의 쉼터,UCofrUcsfPeC6rsJaLfstiSw,small
"토킹닥터스, 토닥",UCjy9K1vCRO73pFawKOLq1MA,medium
지혜백년,UCE27Igr1GIxF3OVqsLyZQVQ,small
권혁수의 알러지스쿨,UCrilcgsaQxYFSPDuxORRL8A,medium
epilates,UCbAzZlYBcFEG4F346NUpYtg,small
귀사남,UCMah8P8PJBAy8kXbrVgedqw,medium
압구정서울성형외과,UCqNtVCL2u5Xvx74ymboxDyg,small
"운동하는의사, 닥터스핏",UCZ183HjAS3gpO0tpasKoSOA,small
김진오의 뉴헤어 프로젝트,UCB1_zmwX--s9ccT0dNNFe8g,large
지식팡팡,UC57BIGNyMlnD1T3jlYE02lQ,medium
김약사TV,UCbnee-jEedrcVIAzO9vr8oQ,large
시니어 가이드,UCcibY0ceQKmlz6eOkOLx1Ig,small
새힘라디오,UCPkU9Vm1tNsQVT-LpuT_Ifg,small
노인 건강습관,UC51ZcfIoWR-FQR4AOLQ4Z1Q,small
발레하는 펄리나 PEARLINA,UCJSp4GqXKkQB2Um0hhgeM3Q,medium
닥터덕 Dr Duk,UC9NCnL0ZJmx33uL5GtkvsyQ,large
지혜 안내서,UCdLYgYQU3W3XO8Z7Ov7TDUg,small
건강채널 민트TV,UCySY2OPx0a6dwa-VgF26Hog,medium
강찬 교수와 함께하는 '정형외과와 발' 이야기,UCbFZGQ30KGGDGXu-M2ouC3Q,small
송도신도시 청춘4구당구TV,UC44IU9FLOYWYdA31ST-ZTvQ,small
알기쉬운 이비인후과 (Easy ENT),UCym5PVQyD12kIRART5VI-Cg,small
초기증상 자가진단,UC11DPi0BtPv7avqHlOGK2Zg,medium
아만보! 아는 만큼 보인다,UCwqWwzG89LFOkZuODlT25gQ,medium
닥터이걸의학TV,UC0uDCG39HbyPybXq--q4vfw,medium
헬스인뉴스,UC4CeK6-TyIxmdY8GsTuGwow,small
재활의학과탑팀,UCWW--vYvkR604lbGg92J2_A,small
송준영,UChNDIHBxpkgcR1SqURb0MJg,small
 요가배 | 뇌과학 치유요가&마인드  ,UCSPI5jM1Y4-QeU5twweENJA,small
KSMO TV_그암이 알고 싶다,UCMAXvVcwlqs4hk4FnWBYO7A,small
탱자마미,UCMd7fLTSsu3R9POCqNPNXSQ,medium
힐링무브 Healing move TV,UCjkTFSjTlZ3HfTYsh6axzSA,medium
너너블리,UCyO1bz7I5ftf8V0FtSfKrqA,small
Dr.도도라파,UCRUf2cB7BnbJhjcEmDYsPEA,small
기역,UCaukJS52o7NLChYNUNC1RpQ,medium
다시서다 - 체질한의사 장원장,UC9jtRNQ1W1ltvYL7iR03Hbw,small
광교 휴내과의원,UCb2nSnOVFmd2ziYz9QXxPHQ,small
박쌤의 개발새발,UCxOhohy2cZHuJ67leDWZMPw,medium
재밌는 게임플레이,UCfrVbTUXWWYSps_OR-j8n0Q,medium
질첵언니,UC63STh0D1LiBvKf7FPOgyyg,medium
신재활의 무릎재생 ▶,UCI2XyZ4i_5ui7vM4QO95EIA,small
착한언니,UCLVrqcbE0yH-gJnhHnU3VIg,small
안아파연구소,UCucuiFF6L8tHrhbwfPe_Zcg,medium
마이나슈TV,UCGdJG9d0OaF--aSYdB23ZMw,small
영양과학자 양과자,UCY-mXLM6DsS9cmSwlh0tqSA,large
하개월 hamonthly,UCYnxGaBJ2NrdBhjqjW1mtFQ,small
훈요가x요가트리니티 대치,UCaj3-or-1r_FgFDz1M_az0A,small
Queen Solmee,UCahWSp7DQGJfXU1UX2BuqBA,large
돈키호테박서흥,UCOSvlw3JVFZzl00NlQsR8BQ,medium
Healthy Life Journal,UC_xYZxg-iR-7dvRq5lgELXw,medium
"노후지혜TV_노후지혜, 노후이야기, 노후지식",UC6FvkZJBSdggqFvedVvrlpQ,medium
별빛노후,UCkppaBlDkqm_wwbBbiH0CHw,medium
Dr.고정아,UCoi9u6GXET-Oh4y81ooO31Q,small
민들레한의원 다이어트 피부,UCVQzUdTQcc_ziEphUsD3g0A,small
레이델,UCkYpGCnJfxXqJL80HxHZQng,small
8체질연구소,UCQXnPewQ9MDYJKlp_3gvVOg,small
한국심리교육원,UCsH24sxk9CMIwtsjqodI55A,small
실비스 SILVIS,UCuYbo04q59jhMWw9uPwVY0g,small
한동하채널-HANDONGHA Channel,UCAsZox6EymL3vaLqW69sSyw,medium
One Day(어느날),UCCHjvngcFIEYLvypeHLvrpQ,medium
암쏘왓,UC7MBoaHG-aV3_MRIrPMzahA,small
허브누리,UCvFWiQVFDPCahy2bs_G0sYg,small
푸드닥터 심선아TV ,UCb9bg9e0IZ0ToLtuLOR0img,small
습관연구소,UCZv4sCOPzI-1lj5nc78Pcbw,small
with EUNJI 은지,UCwPCE1Ct9KkbGRudNCfURVw,small
임지윤라인댄스 Jiyun Linedance,UCad-DXhhQL3WYdK_OjM4ulg,small
비니BINEE,UC8tr6-Eys0CjF9h-yAte9Gg,medium
분석좌,UCvAcpJ1pNb_BtW5uO_zrL1Q,medium
Gillette Korea 질레트코리아,UCsLPMQ1AUrQPduAV3RaPzWw,small
자생한방병원,UCpwd_VdrwtnanBP5V_ZK1Hg,medium
연세우리병원TV,UC8FmfF0Lts4iq13nxKWwzBg,small
노년건강이야기,UCTFax5gXUo12B1NUFsAT4_Q,small
다이어트 해커 이서울,UC2CmamCD9CTWs4vo_t_gt9Q,large
산돌의 사랑방,UCcSOP99SWdfWWJjI1Cpm4JA,small
이세나 의사,UCg-FXS9pTbM4sNe4IfWymKw,small
신비한 지식,UCnrM8A56BoILYgaEAOJCZnA,small
아름다운 노년,UC7CeVJcJsKZZ2QOOh9n1srg,small
윔 스튜디오,UCcCCMZwS2XuPB9U1-ImGrKg,small
ミドリの間違い探し,UCyd3PoCl_I6nhjT_ebosXuw,small
닥터윤의 바디코드,UC9VvD7mZmX9AKPKMnlkMc-Q,small
박민천 채널 TV,UCLubZlH0ndj2sXlIl_UpesQ,small
분당서울대학교병원,UCzp_EKglYlon4-hOCF6tdfw,large
하제용대한민국 가장 힘 쎈 남자,UCFJEWuZbFj2eyD5FKcBlZnw,medium
조은날하루 Joeunday,UCyN0Jud0f0xrrIwNsVYDU-g,medium
유해헌터 강상욱 교수,UChvjYwcfwd_ZSpBgLlkoGpw,small
몸이편안하니 ,UC9gxwX8JWPGConRI1rW75Ug,small
황해연의 죽염건강법,UCTnMxgDGfaeEphIEoaCrm5Q,small
혈관구조대_청맥,UCGNtVzTi0VM4T_fOrXstv8w,small
지방쿸,UCDOgMBIqlZRyyImVB5U3ZMQ,medium
여강사의운전교실,UCYM8YM6m_U-GURom-mQ4GUA,small
Wanhee 완희,UCOual_eH_ddguQGKbWc36YQ,large
폐암 무엇이든 물어보세요,UCUTt7wfoueMsWsqZup9CfvQ,small
CloudHospital TV,UCmk5WDc1-ZMPrzvjSpkAA2g,small
올리브 다육,UChsDyaSqUy1cbqw5CrmWP4g,small
울아들 _행복을 위한 빛나는 지혜,UCq3blAW0AsusU9nqmcXnRgA,medium
다시봄안과 Dasibom Clinic,UCoTYFFk_IIhxRL6DNPhdKuQ,medium
닥터딩요,UCedNxnMK3b2-_hzqLyo4stg,large
dahye Jeon 다혜밍,UC-yOit3UEMP454VsHaqf8ZA,small
대한심장TV,UCiDyclfrDIHe11ve7Gtdw_A,small
블랭크유 BLANK YOU,UCdo9o2TIHWX7PkS84Ez7cTA,small
가비쌤,UCdn9O0bDIC8lZtGkYePR5QQ,small
바른세상병원,UCBdio0WCeRqN6iSzODb_KOw,medium
민이맘의다육산책,UCf35hICUHra9_xMSvI-9NCQ,small
네오바이오텍 / Neobiotech,UCutJAdRH5iOCff0mhP-JFHQ,small
질병관리청 아프지마TV,UCa7-3Zvxg-5Rfxgu3RQY_gw,medium
자하연TV,UCsHHEnpc9lUZXPQZ5I8c-wA,large
새마을운동중앙회,UCr3zzzCBXhRjUTN5W0TqMRw,small
이재형원장의 통합 암 정보센터,UCkLmpaX74uSlp0Renj9va-A,small
샘 saem,UCyWSTXEurIIRwpNV9_iqovA,small
굿닥터인부산,UCvpwvsqUijWVIExvXfshWEA,medium
아이루미TV,UC_nRrn_riuQbOKgAyb_IOWA,small
이화여자대학교 의료원,UCzg1Ive5NEVKeTEfiopLSUA,small
바른몸교수ㅣ목어깨 치료사,UC-cek_fEjw_l8gX9Ke0Q6Rg,medium
통증요정 김학조,UCo_JzTom6eRlh7UttLZq4rg,medium
양닥터,UCZMl1lsaz3HqqLWye8_VLdw,medium
두뇌활력 연구소,UCDsHMTplRfN3voJtSV2X0rQ,small
린다이어트 Lean Diet,UCt4P18eL_MPmTpuTFA5xHCw,medium
시니어건강학교,UCflvs-PqUNjSGvH9_QGKP3g,large
다육이노리터 succulent noriter TV,UCkkPLRLFmIbHdi0J9qAb8jg,small
귀코목수비대,UCjD40Jy0I0VOxfE_NmJE9Qw,small
건강구조대,UCatDnMlI2LI2dDb15BuZbAg,large
에일린 mind yoga,UCKmEDAD5k5KFMcY5wvGIeGQ,large
김소형채널H,UCuFGPhfJlIngZaC2BjLaJdQ,large
사랑합니다,UCLYKBuBeAFt12Bzy0X-aWMw,small
GREAT DETECTIVE COOKIE,UCKxQOhOP24zDieuNHDhPzZg,small
 시니어건강,UCgm7G6iEnUqX2IudIH2tiKQ,medium
장길성,UCY6wFlA8TR2lRDXR_52kc0w,medium
나는의사다,UCjegsOAf5nOCfLfMpLyNj0A,large
PM11 Studio - Relaxing Music,UCP4WsWqUQAWZb7e6J9G9YxA,medium
엄마들을 위한 대사 다이어트 /  매일감비환 ,UC6Mf-wiyKvWup51wgGzjE4A,small
Sunny Funny Fitness,UCTAcO7MyXetuvExV7Lo_L6Q,large
김자영의 미토TV,UCBj6yA2pg3nVr4EjDcybHYA,medium
유노튜브,UCrEe-LfBLXA1-bTGS4bWmtg,small
국가암지식정보센터,UCnHq2L1NAGMpb_VE_4wiSUQ,small
김범수교수의 발편한세상,UCwyQf2cWzx1xm7JWZrXcnUw,medium
eunn ,UCtvF3qOM4qN3HKhDBt6Nhmw,small
대한건강,UC5etMYZqJUG_gS9F2wSc5Aw,small
"우리동네산부인과, 우리동산",UCpgoxljexZ23-K5dN0-6hVA,large
바른건강,UCkARt3BEOlHCNtLPVuKZgQA,large
엑스플랜트 (xplant.co.kr),UCEaJHTyVOTy-EnSiPojvQJg,small
Resoul Relaxing Music,UCNfx3Lk4eHKHIG9na9wxoTw,small
옥이네다육이,UCF89PBPRAyqDtps-IvAV6cg,small
이재영 박사,UCkfkyYKAQ_NoZWVuBM7eh4g,small
다시 청춘,UCWupWRVfGxqARiSDqZkMhog,medium
백세시니어,UCRIEZCglywEHWUgti3zcnzA,small
"음경확대, 조루증 중점 비뇨기과 닥터코넬",UCcFfwiQzKWfSXPRm2uwTmmQ,large
탱크약사,UCnHz9L-dDd_snUdOoHnq_4Q,medium
MSK MRI Jee Eun Lee,UC4bw7o0l2rhxn1GJZGDmT9w,small
지방흡입멘토,UC_-fuPCHE0FqKYxyzhiD39Q,small
스타씨드-starseed,UCm_iwtc0e3VbiTFRdsrzzPA,small
안까의사 [강남이오스안과],UCLH1kOXC0wBah9o6NeOroYw,medium
포디랩 구원장,UC8kg8qjjXCe2r27AduZzE4A,small
와꾸짱쭈늬시즌2,UC8ioxxWdxfUq8cUKjozBkgg,small
씩씩TV SickSeekTV,UC8TdJIAyDUcuYr2AJ7UzCNg,small
JTBC Life,UCe-gh0jfKlR_EvsNyzYphww,large
이지아이 언어치료,UClZK1xZCHZl--IIB6K1nuHg,small
유방건강TV,UCaKrG62q19ueUKDo751PePg,small
닥터 조커,UCDEG9dOfuBfvUZHnV03fsTA,small
WITHPOP,UCmAu1qMmRgStKu1bewXOmOg,small
조우네 마음약국,UCUxmgtFk6xEoMz6OVqNIgxA,small
백세박사의 장수라이프,UC-XDC7d8CaIZmWQ4pxIOUqA,small
최일례tv,UCoJptJ2l3VYXdsE5xgz6RlQ,small
마이리즈스토리,UC_e0wZaIe8Z5e2ZSqN77B4g,small
FitBurst,UC00-W8j2qHJy83ONqoaM5xQ,medium
코비진스,UC3l1qgrRx8vPan82wDc3kNg,medium
질좋은 언니들,UCMyHgLyD-7EODGT4V7XATtw,small
Oneness Healing Sounds,UC3Yhzr4IRUyIPl0m_L1bkDw,small
루이빈치과 류지헌,UCmzK71U9c8w--ejwOTiELgg,large
쿠크닥스 : 멘탈 바사삭 클리닉,UCRU0BQP9sA2UAZYMsZdEyuA,medium
시니어 튼튼생활,UC4k9vS4YntHp7mR3Qpl8CGg,medium
강북연세병원,UCUjLTnftBc1ju9R6hah1lsw,medium
무브나 Movena,UCTDFr-lur2d3dNBRwF0N_HA,small
1분도수 | 목 전문 도수치료사,UCWywSxMIVgYcE8lqPCwHWfg,medium
정신과의사 정우열,UCXe8kMnNwdBFgW3Kb7baFcA,large
척추보안관TV,UCVfdslG41OZ7lEYjbfgIPrw,small
일지의 브레인TV,UCX7JS79iJ0AjpeP_21SpD3A,large
광벽의 소소행,UCLWGXTfHBcdV-nHhaXqBRwg,small
수호신당구레슨,UCkl4YH6GVz6QwT-XLXSMw-w,medium
김아랑 Alang Kim,UCqLpXUYCykYLInJycJ9W3rA,medium
DJ저요,UC2TkjSrLoQi8PgOTDwJzWgg,small
배석철의 비타민B3 LAB,UC_UTXwnRNWyyOpW2VH81GNg,small
"당뇨, 꺼져",UCrYkMzMwPwzEipZpXSedJJg,medium
또이어트,UCxKLvDDM3gXxAvI5J8SGBsA,small
비비 진주 bb Jinju,UCuCQDwkymJKmMAk64x1Q9mA,small
뜯다,UCQxLSQdfRHevLsQstMsTa3g,medium
발명 [롤토체스],UCcJliZnsRbNw4I4uWSGq_wA,small
정토종淨土宗  Pure Land Buddhism Korea,UCVgs5xVU3EoEvR6yNJoxQ_w,small
정우석,UCM5PEAoFtNy4GCL5WYAd1oA,medium
나디연세외과Nadiclinic,UC10AAy7YJ5Qbq5rJyH6JW_w,small
Korean Heart Sutra,UCQeMqUr-7SfHTGAJo0mwE3g,small
쏙닥터 류수형,UCB19vKHElP-PgrUnSjtxeDw,small
닥터라이블리 - 모어댄뷰티,UCFfa_-Gvxe2yocNTTgwThyQ,medium
빛나리_성악힐링마스터,UCRYnUUK7uJYO29FVz8T4e_A,small
만두형 정지현  JUNG JI HYUN,UCzSHnaKi1jVYmCeqmkTYkUQ,small
닥터광사부,UCtddk8OgBk2ijy7S4zkqoOQ,medium
통증닥터백선생,UCDumz0HIZCJ9yQRf72KpN3w,small
중국탁구연구소,UCEn_SuU2BIzIzu7-x1vFv4A,small
Gabriel Dye,UC25yyLjZhqDaXarwOz-JjvA,small
퍼니헤어 본점,UC6qKucW_u3H-Wm7BI3uxogg,small
약사 메디슨맨 TV,UCr8tJHAIz4MOOwgdt8H0ceQ,large
닥터스토리,UCP5YHr1g0MoVPGfIR-w2p7g,small
굿닥터 김태균,UCuqvo3Sona-273f0XK2qbXw,small
닥터BTS의 유선방송,UCwumnYuvftvHHQcC9A3EexA,small
지식한상 ,UCw8hsZYZcasyyLrfOFP8D-w,large
육아한방,UCfCmwd1TAshuvZ5br2lBr1Q,small
올바른TV,UC4KBmiJIUVwV4-8Ah9NlJcA,small
용인세브란스병원,UCe7f-PQyyW8t31z9dhVGYMw,small
콩튜브,UCkF8erW7v2pDtWHkUsPbmPg,small
페이보릿 퀴즈 • Favorite Quiz,UCEVNDiFkaojXxgvYRmb9CHw,small
시니어 건강습관 ,UC6Luq_KN_-1L2TvWTEWzXoQ,small
휴바스코리아 HUBAS KOREA,UCPYwLhVKQ7X0l66Q2jUp2FQ,small
백세 인생 이야기,UC4rz8qyTQb_UGmRLuEgIacg,medium
체인지TV ChangeTV,UCkX_5MkrSLN03J1rRyB2BNA,small
YoungsamKimDDS치과의사김영삼,UCuDuuJSFZPhzDnhXWZFuPTA,small
박지영박사의 건강돋보기TV,UCrc--8Z5wbsx5w4AWhdP8xw,medium
수산나Dance & Fitness,UCyUyT0W276JnExRciVw764A,small
라리약사,UCtpOLiqLwtq9NCFTNiqL1gQ,small
옥황궁 장군신당,UCPxdUQxQ0mdcqrSgQSvEUwg,small
주유천하tv(번개),UClU89e_lsxVDqWcCinKF3fg,medium
더스완성형외과,UCcdT51I_qiOr6wzw8F0ARAA,small
sarangkang_강사랑,UCPdxttikGBpKqnqteyCrh_w,small
홍순래 박사 TV (사주.작명.꿈해몽),UCKGiDTAcG-TkT5v6gBCoEEQ,small
더건강연세 재활운동센터,UCJBIx-AyBTe0lLfr9ssEe2Q,small
교보라이프플래닛,UCQuD_FVxA12mWP0V8hZjuEA,small
채찍단,UCV-h8UJ12Ed-pTi4_X9mDEA,medium
백투에덴TV,UCoZihnVnmw1tMsXOgw0C_Pw,medium
노후 예찬,UCgxx0kTeop5NUUjrHOiM0eg,small
허벌라이프,UCwm1cv3sQZkKVsUWvkPZafA,medium
Music Drawing,UCe_z-lf1t3vPM0FE61ILj9A,large
RELAXING - 편안해지는 음악,UCl6lvhQwAPChMxvGtkXWHgg,medium
오쿠ocoo,UCN-KjQV6Q1uNEjcFx8jZvHQ,small
더홈트,UCuiM9mzDJi1_R15rHepZyGg,small
유안티비,UCoYIXnzEHlfoKn9DSIqug3A,medium
탁트임언어치료 (탁트임언어치료),UCSu-dq88EeczcuyQCSWUVkQ,small
제애정형외과 (구 금메달정형외과),UCYlDZTMBeZeKRJkDs41uHFA,medium
황혼의 사랑,UCOFZMYjmT1SDAYjxS_P-y3w,small
지방흡입의 법칙-빼TV ,UCa_lZt0iz0hAoob_O1l3onQ,small
백세지혜길잡이,UCKm4_DlQnY6U6SXVeDGDMhw,medium
백세시대건강,UC1eNPF-cAKFg-qzgmCsWC3Q,small
을지대학교병원,UCfoxBn16vNhDeOktAuya17Q,small
치아의본질 강정호,UCKRu9cuY5GZcpTBKxF4_nfw,medium
서울부민병원,UCGvEE_C5SVxXL5qW0_UhZqA,small
전대미문스튜디오,UCv6nXR8A-wSidnF6H-2wQYg,small
김수진 Sujin Kim,UCl6OVdZRMW9RftYczBBXbjA,small
다고침TV,UCjGx_2Uou9af1Zzn2l8M3LQ,medium
열강,UCU57eXJqnLIIra0FxiBVQ0Q,small
고운,UCermBTTTr559dzLc0QMlTSQ,small
닥터로미의성형노트,UCO_MXYZzB5vNkdcCWUXz5Rg,small
요가선생,UCwSqWpGQhwOM2GiibDsilww,small
K군 연애홀릭,UCI6XQ-Z1DWlkQqIf7RyEq4Q,small
이경희 TV,UC8kd0NdrjnZ2Ka2steSnsSA,medium
간보는 의사언니 유정주,UClnndXUYc3AMKqIUN6BwefA,medium
밀끌당구tv,UCky40rg5PLsCm7pbSWf1YTQ,small
강남 강원장,UCXLd-4PmJoGDOJxZqWp7GYw,medium
백세건강TV,UCYHpIvm36CCixqH-svJDDaA,small
손제용의사생활,UC4Gs81NQVfqfnfxYXm5bJ0g,medium
365노후건강,UCQPvsX6gTWhwMu1XXZULrsA,small
건나물TV,UC6xugt5HrbJpVMUQvnTkulw,large
티키타카 Tiki-Taka,UC_Gj-OX-QeE814ttqYbJ30A,small
부민병원,UCTXUOcXH33AxRSMInyVLriA,small
모디헤어플란트-모발이식·헤어라인교정,UCtjTk7R9heRWnVNS-KdgpxQ,small
뽀그리 bbori,UCRq4EGdUsNwepOHGoZgOUfw,small
선한목자병원 이창우 TV,UC-_CuutNtAACqG97cZMNUZg,medium
콕선생님 (콕통증의학과),UC-deqx7nwzcJzRxQjUtMPiA,large
창원복지재단,UC16GoMyX3ViQYfBDGrTrAYQ,small
구동명TV,UC0Bt5U9hYnJujp8SeznYcsA,small
후후비당고한의원 - 대사질환 性지식채널,UC08pbeuzAK3uRsdrma3Gx0Q,medium
닥터스TV_Central Seoul Eye Center,UC-lxBJ5w49nJyQZ1XeEpfSA,small
힐링과 건강의 시간,UC3--BXTHVDUvkPIfQs0xxXA,small
KBDCA 한국혈액암협회,UC20TsL1C5nhfcAx3JlgkZLQ,medium
자율신경상담약사 이지향TV,UC0i_lpWj-xNPbLFqcpSaS6w,small
간현배 KanHyeonBae,UC3cSU8yLcDNZ419JNX--o4A,medium
놀러와 약국,UC3WZiUWd3RRPOdBSQH0cJLw,small
이동욱의 백세건강 TV,UCpKHS8_xkkS23d23n3Wk8yw,medium
운동하는코끼리,UC4e4ETQSeiKGXKhS-9zNjwQ,small
Dr. Dylan의 건강 비결,UC3454ef0lSLjBSjmKH0bs9A,large
시니어톡톡,UCoqkowjp8Fju5pB5DXrxlEQ,medium
알쓸물치,UCm3IV_RvXMOWczBbarPSQSg,large
백세지혜클리닉,UCXoYS_H6BKhRtWr9OSCuGjQ,small
시니어시니어!,UCHhtRT2BHQvgIuxpuKiSLkw,small
백년의 약속,UCMH-1eX2Gc7R1lO0iTEdgxQ,small
내면의 각성,UCjWdV85QsIWEQcXiBwH42Ag,small
관절 알려주는 의사_뼈선생,UCgSEPdXabgtvuqTKK9k5FGA,medium
맥스 리포트,UCzslvCCAlV_rhP_3CjAV3mQ,small
브레인바이츠,UC54kBMge_LJ6VtljXMOFvDQ,small
시그니처 테라피,UCbhJIg7hyNxVkn430nIAQbA,medium
Beautiful Relaxing Piano,UCvhNnJwQzJzQL_-AI3L7jgg,medium
예스건강티비,UCuVMBtgTvfP3E1-r7Xb7kTQ,small
입튜브,UCRgIczggxkiuMiOk1NOGF5A,medium
밝음나눔안과,UCSFKRy_oaRKNVWLBuCRxS2g,small
닥터진TV,UCpEh_i7YoCmTGw0gQoPkO1A,medium
건강해,UC9tzL_CdwT4wOMt5gdxmdEA,small
HIRA건강보험심사평가원,UCUAkzi_UHvcRBtePXePfsqA,small
너와 나의 은퇴학교,UCCgMUqWfLg3plThNaIemW8Q,large
지식의 맛,UCG5LBY-JUvHYotJ8ODBNsNw,large
EBS 건강,UCKdvqF-mmgiifS_pinO_bRA,large
소리탐정_쉽고 친절한 발성,UCKPQTCyNbavWRvuI61EPikA,small
제철건강,UCedl3ClIwMtTdmHeiiS1czg,large
Brain Quiz,UCvAV4gD1Ocgtp572RTwEjyw,small
의사가 말하는 습관,UCjIGsvWW_UOGJWTMzZ12qdw,small
닥터벨 DRBELL,UCdIdgmrsh3h40jvxDDbSu5Q,medium
위담한방병원,UC0_vsuVa274JQur3FraxuaA,medium
세브란스,UCIqNAJC8l8rCAXOZPyfyG0Q,large
보여주는 약사[ showing pharmacist ],UCtX7uYBau7hGA05yWWhW4hA,small
한국 비뇨기과 의사,UCFvqCNfCGvVsuU-DpNcIXNQ,small
Yunchan Lim - 수면 음악 프로듀서,UCdbicYdErYTR-J4ZTVz6kUg,small
건강 다다다 ㅣ 종근당건강 공식 유튜브,UCQZMRnlvOPXLKfQ0a0MdTIg,small
불교 노래 모음,UCT32yJHkouI8pecc0KJgd9A,medium
서울대 보라매병원,UCUEoRTcgmZbaHY9BGw_iduA,small
진푸티 종사,UCWLFdU87k8fWTVGjTHdmhpA,medium
제이수란,UCQb2SRRFEODl1bygGiMJGlg,medium
Dr.살빠체 | 살빠지는 체질,UCXdiVIF47obg_2RodbrMI9Q,small
비타민신지니 VitaminJINY,UC9trbyGOOjJmMea3w6c-e2A,large
정하윤-개구리누나,UCJBVI_x_ecMZMFk-8zkxt8Q,small
지혜롭다 : 삶의 지혜와 인생사연을 담다,UCBqUpQhb5nVOI2g86TANmvA,medium
서진원소장의 바른수면연구소,UCuDldvhPJRC3dzBICSsfNJQ,small
디아지트,UCJjwunfIpTvVsJrWIeiprlA,small
강북삼성병원,UClp4EdAwhySzqnMWjKnh0gw,medium
무나홈트 Moona Workout,UCMA_DTVCzlALpD8hfGmYAlg,medium
