Channel Name,Channel Link,channel_id,Subscribers,Average Daily Views
도이Doi _ 솔직리뷰,https://vling.net/channel/UC_btQZ67ZoF76xIHeOWsA2g,UC_btQZ67ZoF76xIHeOWsA2g,14700,1513
도던,https://vling.net/channel/UC5XELM2gMbAQ2rv_TI2PsLQ,UC5XELM2gMbAQ2rv_TI2PsLQ,33700,6086
 as it is _빗소리 asmr,https://vling.net/channel/UC8jEfwIP-gZz-xknBimbrhw,UC8jEfwIP-gZz-xknBimbrhw,13700,2556
세상의 모든 와인 All that wine,https://vling.net/channel/UCTFjxmJVbIr-bqjyFkmdMAw,UCTFjxmJVbIr-bqjyFkmdMAw,32300,10289
럭키 주키파 냥쌤,https://vling.net/channel/UCUSvedwAkAsR0Ii3qzsFz7A,UCUSvedwAkAsR0Ii3qzsFz7A,13000,4704
삐유 _ 홈베이킹,https://vling.net/channel/UCWi8b84fdEWGagiw2LWTCRA,UCWi8b84fdEWGagiw2LWTCRA,16100,3021
박일만,https://vling.net/channel/UCWBdy1Q13pbAENUtLJj4FWQ,UCWBdy1Q13pbAENUtLJj4FWQ,560000,24048
Pohang.guy.포항.아재,https://vling.net/channel/UC1qHb86loeEHMY6rpW1vg0A,UC1qHb86loeEHMY6rpW1vg0A,385000,17769
탁선장,https://vling.net/channel/UCQFFNPnL9-Cn8k6gGOiJicg,UCQFFNPnL9-Cn8k6gGOiJicg,44500,9071
거루TV(GEO.RU),https://vling.net/channel/UCVIUkkWqnB4KQlGOF9Vy6LA,UCVIUkkWqnB4KQlGOF9Vy6LA,124000,4959
마스터셰프 신동민,https://vling.net/channel/UCVU7xNN0kCNnt0ed6_v8XkA,UCVU7xNN0kCNnt0ed6_v8XkA,115000,17665
yedy101,https://vling.net/channel/UCVaPTUuJy7tFC8YAYW6GRqw,UCVaPTUuJy7tFC8YAYW6GRqw,424000,14954
주당 김자케,https://vling.net/channel/UCXYCWK12UPsuA3w_VPNI6dQ,UCXYCWK12UPsuA3w_VPNI6dQ,115000,4265
알콜인생 시비삼촌,https://vling.net/channel/UCXealIDwlGey002JgVml4Tw,UCXealIDwlGey002JgVml4Tw,10400,5345
에스피식 SPCHIC,https://vling.net/channel/UC8gfmaS0FWQlyEErd80sTQA,UC8gfmaS0FWQlyEErd80sTQA,22800,41512
외식남[o_sik_nam],https://vling.net/channel/UCH5vnX7F488EZVmiGRewwdQ,UCH5vnX7F488EZVmiGRewwdQ,22000,488
GONGSAM TABLE 이공삼,https://vling.net/channel/UC2B5onlYkZ7IaVekR9yIB6w,UC2B5onlYkZ7IaVekR9yIB6w,15400000,1703869
hongsi 홍시,https://vling.net/channel/UCjZhSJP6ridQzH75e48wyIQ,UCjZhSJP6ridQzH75e48wyIQ,615000,59424
빵딘 Breadin,https://vling.net/channel/UCkumyYu10MyI9brQokpPWyw,UCkumyYu10MyI9brQokpPWyw,134000,39812
운오집,https://vling.net/channel/UCYXrU1RWpdv6RvxgMfg_0eg,UCYXrU1RWpdv6RvxgMfg_0eg,32300,2130
또윤DDoyun,https://vling.net/channel/UCQ78pL5DDj0qTD_G9X2ntXg,UCQ78pL5DDj0qTD_G9X2ntXg,10100,215
결이다른사람들,https://vling.net/channel/UC8kiAbtD3GWNeMt8joM3x1Q,UC8kiAbtD3GWNeMt8joM3x1Q,12900,2426
Kimbab Family,https://vling.net/channel/UCEbUaLtY-orZLMG9wOLfDLg,UCEbUaLtY-orZLMG9wOLfDLg,3150000,254997
야미보이 Yummyboy,https://vling.net/channel/UCiiV8stcewhoCNyiErr7GtA,UCiiV8stcewhoCNyiErr7GtA,7960000,494122
아투더빠 김서방,https://vling.net/channel/UCMhTqLSd-ltcimx6FJX_q7Q,UCMhTqLSd-ltcimx6FJX_q7Q,17900,8982
임나,https://vling.net/channel/UCG-1INCBCaEE_nApARQa9Jg,UCG-1INCBCaEE_nApARQa9Jg,28100,6113
Seo jiwoo ASMR 서지우,https://vling.net/channel/UCEdpGZuYOn_WdwGN1c5Cetg,UCEdpGZuYOn_WdwGN1c5Cetg,341000,60377
판다큐,https://vling.net/channel/UCrNPMIais-sBkUpbDe7skPQ,UCrNPMIais-sBkUpbDe7skPQ,14900,213
딜라이트,https://vling.net/channel/UCHRrKBVVIuP9jqCCfC-Bu0Q,UCHRrKBVVIuP9jqCCfC-Bu0Q,2200000,126030
인생플러스,https://vling.net/channel/UCzbZkBVdQks4tGGGyOoqHeQ,UCzbZkBVdQks4tGGGyOoqHeQ,90500,72029
헌터퐝,https://vling.net/channel/UCoPTIaKWLi3vtImEQrx32Ew,UCoPTIaKWLi3vtImEQrx32Ew,1690000,346893
스타필드,https://vling.net/channel/UCzdHgBttzAIOKW0_CAiaMUQ,UCzdHgBttzAIOKW0_CAiaMUQ,172000,63019
효닝 Hyoning,https://vling.net/channel/UC5jHGolFUNHe0HsCJEKbb3g,UC5jHGolFUNHe0HsCJEKbb3g,445000,31726
팔도 공식 채널,https://vling.net/channel/UCHE3u5tV5WPyYG6QzIRNwSQ,UCHE3u5tV5WPyYG6QzIRNwSQ,68300,175028
시나몬 cinnamon,https://vling.net/channel/UCP8PHFHYyoW-85iAm40w3_Q,UCP8PHFHYyoW-85iAm40w3_Q,19700,6832
캘리애 빠지다,https://vling.net/channel/UCcDZPjAsL2EBy_Lz45Lp8BQ,UCcDZPjAsL2EBy_Lz45Lp8BQ,41900,1253
영양고추 연이네농원,https://vling.net/channel/UC_4zNDzvvzTwhxJkPPkVDIg,UC_4zNDzvvzTwhxJkPPkVDIg,32700,1028
Soon Films 순필름,https://vling.net/channel/UCdGwDjTgbSwQDZ8dYOdrplg,UCdGwDjTgbSwQDZ8dYOdrplg,1760000,105834
한스 HANS,https://vling.net/channel/UCNIam-lUt69PyGWFDRYUuzA,UCNIam-lUt69PyGWFDRYUuzA,496000,494069
초짜낚시,https://vling.net/channel/UC2p_1UG0IjoRfAo8rmVsmKQ,UC2p_1UG0IjoRfAo8rmVsmKQ,230000,17654
Zespri Korea,https://vling.net/channel/UCbXI3MhDwtjcXmFapjCEcJw,UCbXI3MhDwtjcXmFapjCEcJw,15200,8575
오조,https://vling.net/channel/UC1zn6wSMvwRt9-jOFEJ6yMg,UC1zn6wSMvwRt9-jOFEJ6yMg,266000,2800
한국 맥도날드,https://vling.net/channel/UCh-PIUDPlZkXnwU5zgX_oAw,UCh-PIUDPlZkXnwU5zgX_oAw,104000,2189139
버거킹,https://vling.net/channel/UCEKRI0fipK4LEgV98nI2CQA,UCEKRI0fipK4LEgV98nI2CQA,51100,119044
올드패션 Old-Fashioned bakery,https://vling.net/channel/UCfeNRv3gLc0nnlzDQCs-qvw,UCfeNRv3gLc0nnlzDQCs-qvw,228000,17281
롯데웰푸드 모락모락,https://vling.net/channel/UCpvT-53Ki7d9Z0PWKC6fGOA,UCpvT-53Ki7d9Z0PWKC6fGOA,139000,6181
부부세연_seyeon couple,https://vling.net/channel/UCh8wbl38bTgyiQPKlopZWZg,UCh8wbl38bTgyiQPKlopZWZg,162000,100
#품바매니아장털보TV,https://vling.net/channel/UCkhq-erzYr-Ki_OZUuNYaSA,UCkhq-erzYr-Ki_OZUuNYaSA,78800,8053
monster gourmet,https://vling.net/channel/UCngw6cNCHiqRxv7wmLayH1w,UCngw6cNCHiqRxv7wmLayH1w,198000,4609
풀무원 Pulmuone,https://vling.net/channel/UC1UebYbC2j7M_IUHADtqOag,UC1UebYbC2j7M_IUHADtqOag,333000,1975
임실 농사꾼,https://vling.net/channel/UC6W6gdJBFCdVwjexmWU713g,UC6W6gdJBFCdVwjexmWU713g,89400,33901
Hanh Nhan Channel( ẩm thực và đời sống CANADA),https://vling.net/channel/UCNI1my2ptSUdJvSEqxWYAXw,UCNI1my2ptSUdJvSEqxWYAXw,32900,17883
세컨맛집 Second_Matzip / HyewonLee,https://vling.net/channel/UCqsgN2Q4cL6k39UX0Cyll1A,UCqsgN2Q4cL6k39UX0Cyll1A,14300,1610
참살이자연집밥,https://vling.net/channel/UCPo2CGTk0Ydw4UJEAAUY5dQ,UCPo2CGTk0Ydw4UJEAAUY5dQ,43100,1603
하루아루TV HaruAruTV,https://vling.net/channel/UCBcFgDKnfyw8GjcHw90MlXA,UCBcFgDKnfyw8GjcHw90MlXA,224000,7257
한식집 Korean cuisine,https://vling.net/channel/UCCeYWi46_h-GhmbLneUnCAw,UCCeYWi46_h-GhmbLneUnCAw,22200,156
인아짱 Inah Eats,https://vling.net/channel/UCV6M_9-J7nuf13Igxn-DNww,UCV6M_9-J7nuf13Igxn-DNww,749000,20784
장똘뱅이 [맛집],https://vling.net/channel/UCrJrMHnD1cwM_wrT3WufnWQ,UCrJrMHnD1cwM_wrT3WufnWQ,11300,2773
리뷰타임즈#ReviewTimes,https://vling.net/channel/UChQCh4bvbkc34pkSSqpgkVw,UChQCh4bvbkc34pkSSqpgkVw,11700,561
고태후니,https://vling.net/channel/UCydpPyWKFJi3ljDX-4coz7Q,UCydpPyWKFJi3ljDX-4coz7Q,100000,9463
쏘대장,https://vling.net/channel/UCrktsSopGh4xCdK1WrIKG8g,UCrktsSopGh4xCdK1WrIKG8g,496000,4840
늘밥 레시피,https://vling.net/channel/UCFdUCUUYqDzOU6NxOMpdC7w,UCFdUCUUYqDzOU6NxOMpdC7w,25400,17659
설당먹 SUGARMUK,https://vling.net/channel/UCm1-w59_3Ksj5jqAkx-ebnA,UCm1-w59_3Ksj5jqAkx-ebnA,17800,2533
신미부엌,https://vling.net/channel/UCum7ElakYnMKoxU05sjofIQ,UCum7ElakYnMKoxU05sjofIQ,17100,20882
키보드부수기,https://vling.net/channel/UCEr-Anuvkncw6ZBCMjrvI1Q,UCEr-Anuvkncw6ZBCMjrvI1Q,20500,807475
알로아_홈,https://vling.net/channel/UCIvhV7YLzh0eGH0ejLrjt6A,UCIvhV7YLzh0eGH0ejLrjt6A,25400,4198
정위스님의 채소한끼 Monk J's Vegetarian Recipe,https://vling.net/channel/UC9llwxFqOOcDZnAlPx8JuKg,UC9llwxFqOOcDZnAlPx8JuKg,100000,6754
Foodie Romance 푸디로맨스,https://vling.net/channel/UCqS5t1v9TzSIiZIBAEgPHcA,UCqS5t1v9TzSIiZIBAEgPHcA,16600,25676
배고푸니,https://vling.net/channel/UCx4UjuynEjn4NC4OnXzkmdQ,UCx4UjuynEjn4NC4OnXzkmdQ,12100,2055
韓国人ヨンヘ[韓国旅行 韓国グルメ最新情報],https://vling.net/channel/UCbriN-2SABqP_71XV8JG4IQ,UCbriN-2SABqP_71XV8JG4IQ,20800,1429
Food KT,https://vling.net/channel/UCURWD7-9HZmZYZ0K3Vk00Jg,UCURWD7-9HZmZYZ0K3Vk00Jg,28700,11080
과장말고 사장하자,https://vling.net/channel/UCM5nKsD-ZcmURptptXeicYQ,UCM5nKsD-ZcmURptptXeicYQ,255000,11144
58청춘 [58YH],https://vling.net/channel/UCXwGJ6ycKvNkUb8vmVrb1_w,UCXwGJ6ycKvNkUb8vmVrb1_w,23000,378
장사반장,https://vling.net/channel/UCabbKaSrhHPblkH23JfdV_g,UCabbKaSrhHPblkH23JfdV_g,16900,2546
래안 농장,https://vling.net/channel/UCz3Q8WeFHhUtNvG1hU9ZX7g,UCz3Q8WeFHhUtNvG1hU9ZX7g,58600,29572
언스페셜티,https://vling.net/channel/UCQbHLJN8rG_HPhnmvu61QaQ,UCQbHLJN8rG_HPhnmvu61QaQ,16100,2408
오늘도 베이킹 Baking again today,https://vling.net/channel/UCeOwi85w01FOOi9VGOdlRaA,UCeOwi85w01FOOi9VGOdlRaA,215000,15349
먹둥이 혜이니 MukDoong,https://vling.net/channel/UCsp-BK2eitBYzY5HgUrqK9w,UCsp-BK2eitBYzY5HgUrqK9w,18000,3232
JINRO Global,https://vling.net/channel/UCxZc01xmVRLeVYNI5iyhAsw,UCxZc01xmVRLeVYNI5iyhAsw,358000,540
제당슈만,https://vling.net/channel/UCOV_BpGzvmH7ZtjQOWg0bSQ,UCOV_BpGzvmH7ZtjQOWg0bSQ,20800,19804
김알파카 쉬운 인생,https://vling.net/channel/UC7AkdDZ21EXwL5vr4CmFvbA,UC7AkdDZ21EXwL5vr4CmFvbA,15300,1771
푸드스토리 FoodStory,https://vling.net/channel/UCKjq5UrlxXqb7EgPwZl5JNg,UCKjq5UrlxXqb7EgPwZl5JNg,1140000,27218
바리스타홍 baristahong,https://vling.net/channel/UCh4TNvx1G97z66ohA-iHBSw,UCh4TNvx1G97z66ohA-iHBSw,17000,7618
지탱크TV,https://vling.net/channel/UCP_Co2tfuSX_YJ3zkOCTNjA,UCP_Co2tfuSX_YJ3zkOCTNjA,56900,1323
요리무사,https://vling.net/channel/UCnYZduHHeDcsLE896a9aTlQ,UCnYZduHHeDcsLE896a9aTlQ,47700,5353
쿠킹 프린세스 cooking ,https://vling.net/channel/UCVDjIdGqYxRUk-upINopUNQ,UCVDjIdGqYxRUk-upINopUNQ,281000,16098
배말랭,https://vling.net/channel/UCZ1wYQHk1yVle18u8FA8AvA,UCZ1wYQHk1yVle18u8FA8AvA,643000,235939
[Mukgang] 먹갱,https://vling.net/channel/UCGOYrCwp_ks0b4f6XQwaS4Q,UCGOYrCwp_ks0b4f6XQwaS4Q,618000,52511
최송죽의 톡톡톡수다,https://vling.net/channel/UC9JqWNkkfQ39quNti8-PiYw,UC9JqWNkkfQ39quNti8-PiYw,35900,932
이정현의 집밥레스토랑 Home Cooking with JH,https://vling.net/channel/UC8ZirMMChf8BaKKbae3Sl4A,UC8ZirMMChf8BaKKbae3Sl4A,130000,1479
찐푸드 JJin Food,https://vling.net/channel/UCdz7HcTQOaHCoAEJBs-MlNQ,UCdz7HcTQOaHCoAEJBs-MlNQ,3220000,242514
NellMoRecipe 넬모레시피,https://vling.net/channel/UCLKWqve7WEs1DYNvafcujbg,UCLKWqve7WEs1DYNvafcujbg,62200,6644
야미야미YumYum,https://vling.net/channel/UCU0OdLJZ61qZwt9P4g6nWPQ,UCU0OdLJZ61qZwt9P4g6nWPQ,456000,12580
니스일상NISS,https://vling.net/channel/UCYyBBZ9rBYjbA-oHENepISA,UCYyBBZ9rBYjbA-oHENepISA,13100,1355
필드민,https://vling.net/channel/UCBEMf9Z0YlvXt913uWt64ag,UCBEMf9Z0YlvXt913uWt64ag,20200,343
칼맛나는TV,https://vling.net/channel/UCPZaUnhJWtirm_erLyRaiag,UCPZaUnhJWtirm_erLyRaiag,15900,7488
쑤롤로그 Sulolog,https://vling.net/channel/UCrSg5JNn9vwAWFgAe-TXHnA,UCrSg5JNn9vwAWFgAe-TXHnA,12200,2690
먹보부부 Mukbo Bubu,https://vling.net/channel/UCA-0BOUSHN4Y69TbP3-vhhA,UCA-0BOUSHN4Y69TbP3-vhhA,21200,4192
테드베어,https://vling.net/channel/UCGM5x3VQFHmQj1K6kSmp8Sg,UCGM5x3VQFHmQj1K6kSmp8Sg,21300,804
착한밥상TV GoodTableTV,https://vling.net/channel/UCPKJ7p3024QrPHxItYIvnOQ,UCPKJ7p3024QrPHxItYIvnOQ,73500,6821
푸드인 Foodin,https://vling.net/channel/UCFXigv26l81ZBaKz6RakL0A,UCFXigv26l81ZBaKz6RakL0A,143000,18922
주제도 모르는 놈들,https://vling.net/channel/UCZk7hFXT_ZsCwChsYtJT-Tg,UCZk7hFXT_ZsCwChsYtJT-Tg,12900,2233
주부의 집밥 요리,https://vling.net/channel/UCecwU0Adb0SUQHQjxLygW-Q,UCecwU0Adb0SUQHQjxLygW-Q,13100,1781
jellainkorea 젤라인코리아 ,https://vling.net/channel/UClN1a2dpx5J8MX2czwyWzXw,UClN1a2dpx5J8MX2czwyWzXw,229000,121206
"보상데이(엄마손맛,요리고수★) KOREAN K-FOOD TV",https://vling.net/channel/UCXxrIeCbAwSPpl8Uw_0LnOw,UCXxrIeCbAwSPpl8Uw_0LnOw,61700,25105
BenDeen,https://vling.net/channel/UC9d1Mz9bzCE-t_t0lPnrjPA,UC9d1Mz9bzCE-t_t0lPnrjPA,1500000,52921
챔프형님,https://vling.net/channel/UC0i4Dv5c6u_hvwl_NV89zzQ,UC0i4Dv5c6u_hvwl_NV89zzQ,11500,2620
JUN PARK,https://vling.net/channel/UCZSH766U432soepRciQvd3A,UCZSH766U432soepRciQvd3A,16300,2982
마이뮤지엄,https://vling.net/channel/UCtp-eyUmR_qCqmB6AKDd1GA,UCtp-eyUmR_qCqmB6AKDd1GA,18700,896
잡식맨 JOBXICMAN,https://vling.net/channel/UCVILvX9vIp-vMFGmCYJtG3A,UCVILvX9vIp-vMFGmCYJtG3A,177000,79867
Emily in Korea,https://vling.net/channel/UCQZ0QEGFyXr_-0kEoLfeVjA,UCQZ0QEGFyXr_-0kEoLfeVjA,179000,20315
ХОЧИ МИРЗО OFFICIAL,https://vling.net/channel/UCQIRfILXbBeCi9qW1HOA0fA,UCQIRfILXbBeCi9qW1HOA0fA,523000,32513
ONFOOD 온푸드,https://vling.net/channel/UCSmhWBsryu1APvhg3xQT1oQ,UCSmhWBsryu1APvhg3xQT1oQ,205000,42995
아이비티비 IVYTV,https://vling.net/channel/UCCj5MHfasGt5fWcb0BKeXCQ,UCCj5MHfasGt5fWcb0BKeXCQ,77300,5054
푸드스타일리스트김윤정 _ 그린테이블,https://vling.net/channel/UCnP8Ui8adDM1XWCRfZcEYOQ,UCnP8Ui8adDM1XWCRfZcEYOQ,29200,290
아따아줌마TV_전라도할매 전통요리,https://vling.net/channel/UCEaMCxSN69-bZjwtSFYcghg,UCEaMCxSN69-bZjwtSFYcghg,102000,1531
우따미tv - 웃음꽃다육 Korean succulent genius,https://vling.net/channel/UCPGlTVe2Alfxi919vgx6UUA,UCPGlTVe2Alfxi919vgx6UUA,10000,43
고팡 GopangTV,https://vling.net/channel/UC4M0r-r1pMcf57OdRgsWVkA,UC4M0r-r1pMcf57OdRgsWVkA,18100,4382
쏘울맛집,https://vling.net/channel/UC7fnIzjW2FdBO4sSY82c_iw,UC7fnIzjW2FdBO4sSY82c_iw,102000,12505
로하Roha,https://vling.net/channel/UCrRn4Vat9iyUGtl6jPjG3IA,UCrRn4Vat9iyUGtl6jPjG3IA,602000,10822
엄비umbi,https://vling.net/channel/UCtBt0z5O7Y31JMm4QlcvqZQ,UCtBt0z5O7Y31JMm4QlcvqZQ,141000,19280
집밥 연진이,https://vling.net/channel/UC9As8K4u9PgAhrpt9yvH9Bg,UC9As8K4u9PgAhrpt9yvH9Bg,11900,3680
푸디랜드 FoodieLand,https://vling.net/channel/UCHy8o-_zR_vHqpPN4uNUvkg,UCHy8o-_zR_vHqpPN4uNUvkg,2210000,71446
CU [씨유튜브],https://vling.net/channel/UCsM07dUwo0WOWhFbVsG8K6A,UCsM07dUwo0WOWhFbVsG8K6A,911000,202906
원필름(방송국),https://vling.net/channel/UC0jwU93UpwIyTlCzLn3N0nQ,UC0jwU93UpwIyTlCzLn3N0nQ,22600,3691
설기양SULGI,https://vling.net/channel/UCIafb9ExBkh4WsCOagZssZA,UCIafb9ExBkh4WsCOagZssZA,16200000,1182616
롯데백화점,https://vling.net/channel/UCpBkdV5sGB9v80H8XTewtcg,UCpBkdV5sGB9v80H8XTewtcg,153000,8180
포스코 스튜디오,https://vling.net/channel/UCGu-RtRyCaWQl32YoOh4WNg,UCGu-RtRyCaWQl32YoOh4WNg,338000,136752
Multi DO Challenge Korea,https://vling.net/channel/UC03Fp4_VFeH877272fjdihQ,UC03Fp4_VFeH877272fjdihQ,332000,147723
메기간다효,https://vling.net/channel/UCpPB65X6Xhzmlx2A4DSQ-Jg,UCpPB65X6Xhzmlx2A4DSQ-Jg,65600,9210
성공스토리,https://vling.net/channel/UCuV7tHJntXmXjIhbuYgFgsQ,UCuV7tHJntXmXjIhbuYgFgsQ,119000,46299
전국집밥자랑,https://vling.net/channel/UCY60BF0M8RkXvmMQeKp2PSg,UCY60BF0M8RkXvmMQeKp2PSg,248000,376277
오돌 스튜디오,https://vling.net/channel/UCD5m0q_YTTvWthbAy1cCiEw,UCD5m0q_YTTvWthbAy1cCiEw,64300,3953
맛방_이성희 맛있는 방송,https://vling.net/channel/UCJSmPF7fqYgT-PXSUzZQYVQ,UCJSmPF7fqYgT-PXSUzZQYVQ,11300,2411
나휴숑 nahyushong,https://vling.net/channel/UCI0hqxU5ImdZa9gQ8kKyv1w,UCI0hqxU5ImdZa9gQ8kKyv1w,18800,1485
현주엽의 푸드코트,https://vling.net/channel/UCj515KkJRYCIUbenzrbuXgw,UCj515KkJRYCIUbenzrbuXgw,138000,244092
먹다,https://vling.net/channel/UC-sNR0PB3oZK0XpyJKprrdA,UC-sNR0PB3oZK0XpyJKprrdA,60100,98
지수씨네,https://vling.net/channel/UCAGomVTpBAQpKW--78X_lyQ,UCAGomVTpBAQpKW--78X_lyQ,51000,5085
울산남구여행,https://vling.net/channel/UCIHVckqVvKSxmtvP7qDBhaQ,UCIHVckqVvKSxmtvP7qDBhaQ,15600,1275
이수길TV삶,https://vling.net/channel/UCB7x2bM7m_tJ-9avDahK7Ew,UCB7x2bM7m_tJ-9avDahK7Ew,37400,4538
planD플랜디,https://vling.net/channel/UCPaApoLkmPqxCeZF7gjoc3w,UCPaApoLkmPqxCeZF7gjoc3w,2340000,86313
AZ짱 손병호,https://vling.net/channel/UCEuayn5HiIrFA026a7dtlNQ,UCEuayn5HiIrFA026a7dtlNQ,62100,6723
미미다육맘 ,https://vling.net/channel/UC9aAvktfybOVzccavCNYfIA,UC9aAvktfybOVzccavCNYfIA,21100,1037
신애라이프 오디오성경 Shinaelife Audio Bible,https://vling.net/channel/UCjWXYUaa_IbqIoqu6u33tLw,UCjWXYUaa_IbqIoqu6u33tLw,76700,2965
츄미생활 chulife,https://vling.net/channel/UCAO40mq1_TWTdXTKWcLfbwg,UCAO40mq1_TWTdXTKWcLfbwg,17700,12443
자연인은경,https://vling.net/channel/UCzlwvfQeKPhODjgc2ZJU9dA,UCzlwvfQeKPhODjgc2ZJU9dA,120000,51600
수연이네,https://vling.net/channel/UCFmJ5rrMym4HiJ0pc0hjVTQ,UCFmJ5rrMym4HiJ0pc0hjVTQ,41400,4759
서엘맘 Seoel mom,https://vling.net/channel/UCbUC6-hNh1itGbgDa_e9kNg,UCbUC6-hNh1itGbgDa_e9kNg,32300,3310
범진뭐해,https://vling.net/channel/UCdStZGGtJlnvtPBLMjKOjSQ,UCdStZGGtJlnvtPBLMjKOjSQ,13700,1559
산골맛집김선생과 제2의새마을운동 ,https://vling.net/channel/UCet4VXBGsHn8PRUOOhnCFgQ,UCet4VXBGsHn8PRUOOhnCFgQ,295000,3836
이종임 스타일 채널,https://vling.net/channel/UCTIiGl3YTwzyEsArwlOExsg,UCTIiGl3YTwzyEsArwlOExsg,301000,20057
덕이네이모,https://vling.net/channel/UCr4nfqTHGnHBdaBSWNG_buQ,UCr4nfqTHGnHBdaBSWNG_buQ,28000,42999
쿠킹샘주방 Cooking Sam's Kitchen,https://vling.net/channel/UCjsxEVJ_Y2TkwP_oCekaz9g,UCjsxEVJ_Y2TkwP_oCekaz9g,18900,2261
똘맹타로,https://vling.net/channel/UCi4NDFWWMohmHMWxBd-06kA,UCi4NDFWWMohmHMWxBd-06kA,15300,1422
사위TV_요리와 일상,https://vling.net/channel/UCcCs2Xsh15EOFRVpLNqHwug,UCcCs2Xsh15EOFRVpLNqHwug,14900,4241
배동성&전진주의 정밥TV,https://vling.net/channel/UC6RT0rczmhSSkWwQvh0hPnA,UC6RT0rczmhSSkWwQvh0hPnA,167000,3926
성시경 SUNG SI KYUNG,https://vling.net/channel/UCl23-Cci_SMqyGXE1T_LYUg,UCl23-Cci_SMqyGXE1T_LYUg,2240000,1478374
홈쿡쌤,https://vling.net/channel/UChRwTKp_mOTtqeJUeHgfZag,UChRwTKp_mOTtqeJUeHgfZag,15200,2032
줌블리에 Jumvelier,https://vling.net/channel/UCxlfm7xSunwkslwJLS0VKsA,UCxlfm7xSunwkslwJLS0VKsA,20000,1357
엄삼용eomsamyong,https://vling.net/channel/UCAlU6Ntbr3Lcsyf9tmSIkPA,UCAlU6Ntbr3Lcsyf9tmSIkPA,131000,13039
독거또랭이,https://vling.net/channel/UCJx1ZEGRrmr2Rcfht8jOhGw,UCJx1ZEGRrmr2Rcfht8jOhGw,29800,23214
만리 manli,https://vling.net/channel/UCovVRKbRSpl6VaUbOYuvLAw,UCovVRKbRSpl6VaUbOYuvLAw,563000,178500
메리니즈부엌Meliniskitchen,https://vling.net/channel/UCB4JlWU3Vcev5pkyIdeBMRw,UCB4JlWU3Vcev5pkyIdeBMRw,1100000,30462
건강한 사계절밥상,https://vling.net/channel/UCNBFvWLTlPsK6rpRpBv6Ecg,UCNBFvWLTlPsK6rpRpBv6Ecg,16900,1520
[Toto Project] AI 육식토끼 토토의 미식 렌더링,https://vling.net/channel/UCLVAE_pcl33ELKMH-v3qKhw,UCLVAE_pcl33ELKMH-v3qKhw,29100,1458
jofer lorenz semillano,https://vling.net/channel/UCGCl-U-6ilCLV3KPoMQcW9g,UCGCl-U-6ilCLV3KPoMQcW9g,251000,494
가루씨의 집밥Garussi home cooking,https://vling.net/channel/UCvEuV4SJ4huzWHIkUmYIgnw,UCvEuV4SJ4huzWHIkUmYIgnw,479000,222393
까망 레시피 kkamang,https://vling.net/channel/UC7X2eb6zU7YY_ccL1JYNKhg,UC7X2eb6zU7YY_ccL1JYNKhg,119000,9796
도남이먹방Donam,https://vling.net/channel/UCftypYUp6boUauNi_P5WdZg,UCftypYUp6boUauNi_P5WdZg,2340000,68053
발효비책tv,https://vling.net/channel/UCBNWBGHXpYzoBqucDM1NOGg,UCBNWBGHXpYzoBqucDM1NOGg,15800,660
(작사작곡가)골든아이#음원발매,https://vling.net/channel/UC48wNsIXU0ayfiAblWCKNGg,UC48wNsIXU0ayfiAblWCKNGg,11500,532
퇴근남유경우,https://vling.net/channel/UCqUvPiIkV6fnzOGXmiiUL4A,UCqUvPiIkV6fnzOGXmiiUL4A,428000,174343
DDM ASMR 땅규,https://vling.net/channel/UCqGZm-olwtL1i4_1xmeeyXQ,UCqGZm-olwtL1i4_1xmeeyXQ,775000,223732
조정현,https://vling.net/channel/UCXqsvL6DG5K2fVEvApbkUOQ,UCXqsvL6DG5K2fVEvApbkUOQ,14900,29027
베트남 서기티비 SEOK2 TV -서기와 베트남사람들-,https://vling.net/channel/UCYdkpsHrZukaez4-VggOicg,UCYdkpsHrZukaez4-VggOicg,68700,25961
마이천 MY1000,https://vling.net/channel/UCNI31C0aEEUD4cjC03w_xPA,UCNI31C0aEEUD4cjC03w_xPA,23800,5176
작목반장,https://vling.net/channel/UCyiU2bARGxHy01g9-GdYeYQ,UCyiU2bARGxHy01g9-GdYeYQ,167000,46936
형만 HyungMan,https://vling.net/channel/UCsrwIw5KtyFm6Kvs21u-DFQ,UCsrwIw5KtyFm6Kvs21u-DFQ,23700,17796
ゆち유치,https://vling.net/channel/UC3Q2nVhbLW2USJtANr7vEhA,UC3Q2nVhbLW2USJtANr7vEhA,240000,73586
Condé Nast Traveler,https://vling.net/channel/UC3TIRH4PPSDde66Hg5wGh-w,UC3TIRH4PPSDde66Hg5wGh-w,510000,41273
밥상위의 국가대표 우리돼지 한돈,https://vling.net/channel/UC3VWjktKvTl4km6f8Q3KjWA,UC3VWjktKvTl4km6f8Q3KjWA,11600,12416
챔보,https://vling.net/channel/UCyyWcEhqfaqJQ56XdA44RYQ,UCyyWcEhqfaqJQ56XdA44RYQ,554000,174082
각궁이의 맛난소식GakgungTV,https://vling.net/channel/UCNbLi9EPm4zYt3KuAcMv3Bw,UCNbLi9EPm4zYt3KuAcMv3Bw,10800,7224
맛난메뉴 Delicious menu,https://vling.net/channel/UCGtPnX9NC7zZvE_s7RhR0jA,UCGtPnX9NC7zZvE_s7RhR0jA,333000,109647
