title,channel_link,subscriberCount,dailyViewCount,gender_F,gender_M,age_0_17,age_18_24,age_25_34,age_35_44,age_45_54,age_55_64,age_65_plus
연타니 yeontani,https://www.youtube.com/channel/UCfUHPCueTlUlsgTpa59gg2Q,67000,760569,28.0,71.0,2.116704805491991,12.356979405034325,33.40961098398169,24.71395881006865,19.565217391304348,5.720823798627002,2.116704805491991
먹어봐유,https://www.youtube.com/channel/UCBTW0YT2Tv_1guVLtMW-XfA,50600,758782,37.0,62.0,,,,,,,
투다리,https://www.youtube.com/channel/UC8Y-Cy4lRM686yvV-hKM41w,1570,731320,28.0,71.0,0.5961251862891208,5.563835072031794,23.94436164927969,25.335320417287637,27.71982116244412,12.270243417784405,4.570293094883261
고기남자,https://www.youtube.com/channel/UCT3CumbFIJiW33uq0UI3zlg,1700000,730833,40.0,59.0,5.254942767950053,19.56295525494277,34.44328824141519,21.279916753381894,16.024973985431842,2.3413111342351716,1.09261186264308
흑백리뷰,https://www.youtube.com/channel/UC5T4b53jVkm07JbYoyYiu7A,836000,718150,36.0,63.0,4.217479674796749,19.664634146341466,39.12601626016261,20.3760162601626,13.008130081300814,2.7947154471544717,0.8130081300813009
아누누,https://www.youtube.com/channel/UCnLeqvS4Rdbl8Mv-AjEWH_w,519000,717899,52.0,47.0,6.014644351464436,22.071129707112974,33.10669456066946,21.39121338912134,13.91213389121339,2.0920502092050213,1.4121338912133894
샤니파파,https://www.youtube.com/channel/UCnA8uNgQ6vReo8CJD-FyQkA,126000,708161,21.0,78.0,,,,,,,
Gaezari 게자리,https://www.youtube.com/channel/UC0XjJJnKm6v6rmNK5BR5F6A,3420000,707594,54.4,45.6,6.4,21.300000000000004,34.9,24.300000000000004,8.7,2.7,1.7000000000000002
코리수의게임세상,https://www.youtube.com/channel/UCjDl63G9yR0fJU3OUmXQjDw,313000,703083,26.0,73.0,,,,,,,
우나UP,https://www.youtube.com/channel/UCvYQME8cCCY9lpR9-WcIM-g,164000,689505,28.0,71.0,9.006211180124224,10.300207039337474,15.476190476190476,38.04347826086957,22.360248447204974,2.277432712215321,2.536231884057971
어썸코리아 Awesome Korea,https://www.youtube.com/channel/UC9HNi_aAXBgpI2zhibOAfAA,1210000,673775,10.0,89.0,0.16251354279523295,2.1668472372697725,11.755146262188518,17.876489707475624,30.065005417118094,25.839653304442038,12.134344528710727
야미푸드 YUMMY FOOD,https://www.youtube.com/channel/UCLuan6r89Hs1ZsD6dwjjzyg,1280000,669559,49.0,50.0,2.2977501196744856,13.499281953087602,26.807084729535664,21.15844901866922,17.855433221637146,10.914313068453804,7.467687888942078
Mega Foodie,https://www.youtube.com/channel/UCc0ulU8V23Fp-s9MGdo4pfg,2040000,669519,34.0,65.0,1.5692640692640691,8.982683982683984,31.709956709956717,26.893939393939398,20.77922077922078,7.251082251082251,2.8138528138528143
Panda Hero,https://www.youtube.com/channel/UCGC2Qw3ByWIXlKHqwCvOZUA,73100,661711,25.0,74.0,0.05321979776476849,0.638637573177222,4.151144225651943,9.686003193187865,22.19265566790846,31.39968068121341,31.878658861096326
조재원,https://www.youtube.com/channel/UC2o_y872S6YvaO1K8EYnoxg,2150000,659806,39.0,60.0,4.701531959852087,15.742208135235078,32.64659270998415,21.9756999471738,18.700475435816166,4.543053354463814,1.690438457474908
