model_alias,n_samples,embedding_dim,silhouette_umap,knn_purity_k5_umap,knn_purity_k10_umap,trustworthiness_umap,linear_probe_macro_f1_mean,linear_probe_macro_f1_seed42,linear_probe_macro_f1_seed43,linear_probe_macro_f1_seed44
siglip2-base,158,768,-0.013646505773067474,0.5582278481012655,0.5215189873417722,0.8581479013990673,0.37503490760881153,0.39425410772659353,0.2780284043441938,0.45282221075564727
dinov2-base,158,768,-0.07049990445375443,0.5177215189873416,0.4449367088607596,0.8822029757939152,0.3598921900149543,0.4527329749103943,0.2778792676490886,0.34906432748538013
